ItemName,StockLevel,Cost,ReimbursementPotential,ExpirationDate
Rifampin,5686,13.93,83963.66,11/11/2028
Adalimumab,5705,2463.87,14899765.99,12/2/2028
Adalimumab,5705,2463.87,14899765.99,12/3/2028
Lidocaine HCl,5733,0.11,662.93,4/15/2028
Magnesium Sulfate,5741,0.39,2367.3,4/4/2028
Mesalamine,5741,7.72,46959.66,8/1/2028
Dorzolamide HCl,5800,0.86,5289.02,7/7/2028
Oxybutynin Chloride,5815,0.25,1521.67,11/10/2028
Propranolol HCl,5820,52.57,324315.11,12/7/2028
Propranolol HCl,5820,52.57,324315.11,12/8/2028
Prenatal 114/Iron A-G/Folate 1,5834,6.87,42482.15,7/18/2028
Prenatal 114/Iron A-G/Folate 1,5834,6.87,42482.15,7/19/2028
Adapalene/Benzoyl Peroxide,5850,5.1,31605.88,5/27/2028
Pen Needle  Diabetic,5860,0.18,1104.65,1/30/2028
Azelastine HCl,5877,5.52,34410.97,12/18/2028
Meth/Meblue/Sod Phos/Psal/Hyos,5885,1.71,10670.56,6/15/2028
Meth/Meblue/Sod Phos/Psal/Hyos,5885,1.71,10670.56,6/16/2028
Sumatriptan Succinate,5909,61.32,384104.91,8/10/2028
Fosinopril Sodium,5920,0.32,2005.58,6/30/2028
Syringe And Needle Insulin 1ml,5942,0.41,2571.14,4/17/2028
Syringe And Needle Insulin 1ml,5942,0.41,2571.14,4/18/2028
Doxycycline Hyclate,5952,1.59,10037.97,3/24/2028
Panitumumab,5955,242.72,1532100.21,11/27/2028
Panitumumab,5955,242.72,1532100.21,11/28/2028
Oxybutynin,5966,67.08,424200.48,8/13/2028
Oxybutynin,5966,67.08,424200.48,8/14/2028
Nabumetone,5967,0.32,2049.81,6/24/2028
Cytarabine/PF,5970,1.01,6398.14,8/8/2028
Pramipexole Di-HCl,6008,0.3,1939.3,12/6/2028
Oxycodone HCl,6023,4.14,26462.13,9/28/2028
Azacitidine,6035,378.31,2420058.64,1/31/2028
Mvn-Min 74/Iron Fum/Iron/FA,6054,0.72,4648.15,8/27/2028
Mvn-Min 74/Iron Fum/Iron/FA,6054,0.72,4648.15,8/28/2028
Atenolol/Chlorthalidone,6105,4.92,31812.08,9/19/2028
Atenolol/Chlorthalidone,6105,4.92,31812.08,9/20/2028
Ketorolac Tromethamine,6105,1.34,8670.12,9/21/2028
Methylergonovine Maleate,6119,48.26,313051.25,2/1/2028
Methylergonovine Maleate,6119,48.26,313051.25,2/2/2028
Clarithromycin,6146,3.8,24776.07,3/14/2028
Buprenorphine HCl,6159,10.44,68152.84,8/10/2028
Diazepam,6179,331.51,2171308.88,6/10/2028
Diazepam,6179,331.51,2171308.88,6/11/2028
Ipilimumab,6190,741.8,4867254.59,9/30/2028
Ipilimumab,6190,741.8,4867254.59,10/1/2028
Fluocinolone Acetonide Oil,6200,1.5,9857.2,1/30/2028
Fluocinolone Acetonide Oil,6200,1.5,9857.2,1/31/2028
Albendazole,6208,163.03,1072832.23,3/11/2028
Albendazole,6208,163.03,1072832.23,3/14/2028
Palonosetron HCl,6237,48.4,319983.73,6/20/2028
Teduglutide,6243,38586.17,255347033.8,1/19/2028
Teduglutide,6243,38586.17,255347033.8,1/20/2028
Doxycycline Hyclate,6272,12.56,83513.77,7/12/2028
Doxycycline Hyclate,6272,12.56,83513.77,7/13/2028
Lidocaine/Prilocaine,6300,0.49,3296.75,3/6/2028
CyproHEPtadine HCl,6302,0.49,3259.65,8/26/2028
Ertugliflozin/Metformin,6418,4.47,30417.37,2/14/2028
Ertugliflozin/Metformin,6418,4.47,30417.37,2/15/2028
Risperidone,6434,3.61,24629.97,9/23/2028
Norethindrone-E.Estradiol-Iron,6440,3.87,26414.85,10/27/2028
Norethindrone-E.Estradiol-Iron,6440,3.87,26414.85,10/28/2028
Clonidine,6442,53.09,362543.59,6/21/2028
Clonidine,6442,53.09,362543.59,6/22/2028
Cefaclor,6450,2.3,15735.28,6/11/2028
Olanzapine Pamoate,6467,1007.7,6907826.28,1/4/2029
Olanzapine Pamoate,6467,1007.7,6907826.28,1/5/2029
Heparin Sodium Porcine/PF,6487,5.78,39743.78,1/21/2028
Nilutamide,6498,234.24,1613420.72,9/20/2028
Nilutamide,6498,234.24,1613420.72,9/21/2028
Mannitol,6500,0.09,598.12,3/11/2028
Alfuzosin HCl,6510,0.38,2655.94,11/23/2028
Measles Mumps Rubella Vacc/PF,6533,89.77,621637.69,4/21/2028
Measles Mumps Rubella Vacc/PF,6533,89.77,621637.69,4/22/2028
Azathioprine,6568,0.51,3581.69,1/13/2028
Syringe And Needle Insulin 1ml,6582,0.16,1089.44,9/1/2028
Metformin HCl,6590,0.15,1080.21,5/11/2028
Pasireotide Diaspartate,6600,227.22,1589617.19,11/16/2028
Pasireotide Diaspartate,6600,227.22,1589617.19,11/18/2028
Penciclovir,6608,164.05,1149064.33,3/4/2028
Penciclovir,6608,164.05,1149064.33,3/5/2028
Fluorouracil,6608,0.25,1719.64,1/1/2029
Miconazole Nitrate,6613,13.74,96312.59,6/30/2028
Miconazole Nitrate,6613,13.74,96312.59,7/1/2028
Guanfacine HCl,6623,0.33,2343.08,5/31/2028
Linezolid,6628,203.87,1432310.48,12/26/2028
Linezolid,6628,203.87,1432310.48,12/27/2028
Ciclesonide,6650,21.75,153327.29,7/18/2028
Ciclesonide,6650,21.75,153327.29,7/19/2028
Sulindac,6650,0.25,1750.34,9/13/2028
Levetiracetam,6654,1.88,13270.99,9/18/2028
Cefotetan Disodium,6675,2.62,18524.57,4/14/2028
Cefotetan Disodium,6675,2.62,18524.57,4/15/2028
Zoledronic Acid/Mannitol-Water,6700,2.39,17003.66,4/19/2028
Primaquine Phosphate,6712,1.43,10197.92,6/3/2028
Isosorbide Dinitrate,6713,1.05,7439.32,3/28/2028
Adefovir Dipivoxil,6726,28.1,200335.29,5/15/2028
Prazosin HCl,6741,2.48,17737.82,4/16/2028
Prazosin HCl,6741,2.48,17737.82,4/17/2028
Syringe And Needle Insulin 1ml,6748,0.11,796.49,8/31/2028
Lomitapide Mesylate,6797,1346.8,9703449.72,12/20/2028
Lomitapide Mesylate,6797,1346.8,9703449.72,12/21/2028
Insulin NPh Hum/Reg Insulin Hm,6813,9.19,66365.11,5/1/2028
Hydrocortisone,6832,16.49,119398.94,3/30/2028
Hydrocortisone,6832,16.49,119398.94,3/31/2028
Haloperidol Lactate,6854,3.74,27184.66,3/1/2028
Lamotrigine,6862,11.61,84420.41,4/7/2028
Lamotrigine,6862,11.61,84420.41,4/8/2028
Zolmitriptan,6868,11.44,83298.36,4/11/2028
Gauze Bandage,6890,0.1,764.56,1/10/2029
Hydrocortisone,6898,6.33,46256.88,6/11/2028
Hydrocortisone,6898,6.33,46256.88,6/12/2028
Pilocarpine HCl,6934,1.28,9401.89,7/23/2028
Prenatal 78/Iron/Folate 1/DHA,6938,7,51483.88,7/20/2028
Prenatal 78/Iron/Folate 1/DHA,6938,7,51483.88,7/21/2028
Mebendazole,6940,390.76,2874595.27,5/16/2028
Mebendazole,6940,390.76,2874595.27,5/17/2028
Rizatriptan Benzoate,6945,1.86,13725.83,8/19/2028
Paricalcitol,6951,6.28,46286.24,4/17/2028
Ciprofloxacin HCl,6957,0.47,3448.29,5/19/2028
Hydrocortisone Probutate,6960,13.4,98846.24,5/27/2028
Hydrocortisone Probutate,6960,13.4,98846.24,5/28/2028
Syringe-Needle Insulin 0.5 Ml,6968,0.26,1932,2/9/2028
Syringe-Needle Insulin 0.5 Ml,6968,0.26,1932,2/10/2028
Lansoprazole,7022,1.08,8009.77,3/5/2028
Venlafaxine HCl,7026,0.5,3687.81,10/3/2028
Lidocaine/Tetracaine,7028,16.41,122219.12,5/20/2028
Lidocaine/Tetracaine,7028,16.41,122219.12,5/21/2028
Labetalol HCl,7042,0.44,3317.08,6/28/2028
Clonidine HCl,7043,6.88,51369.72,11/26/2028
Clonidine HCl,7043,6.88,51369.72,11/27/2028
Praziquantel,7051,66.59,497660.66,10/30/2028
Praziquantel,7051,66.59,497660.66,10/31/2028
Benzonatate,7081,0.55,4154.01,7/7/2028
Ursodiol,7098,3,22593.77,5/15/2028
Ketoconazole,7098,1.17,8797.78,10/25/2028
Ondansetron HCl,7108,0.46,3489.54,5/27/2028
Silodosin,7113,4.36,32837.24,10/14/2028
Tamsulosin HCl,7125,0.35,2616.65,2/11/2028
Enalapril Maleate,7147,0.28,2127.84,5/8/2028
Granisetron HCl,7148,8.15,61778.29,6/25/2028
Sodium Bicarbonate,7150,0.19,1415.69,7/13/2028
Famotidine,7186,0.39,3003.21,12/24/2028
Calcipotriene,7200,2.5,19094.85,2/21/2028
Azithromycin,7203,1.58,12075.84,11/21/2028
Cephalexin,7229,0.93,7101.53,12/30/2028
Rifampin,7230,5.13,39303.23,11/21/2028
Rifampin,7230,5.13,39303.23,11/22/2028
Epinephrine,7243,2.83,21696.79,5/2/2028
Epinephrine,7243,2.83,21696.79,5/3/2028
Adapalene/Benzoyl Peroxide,7245,2.04,15666.91,6/1/2028
Mvn-Min75/Iron/Iron Ps/Om3/DHA,7255,0.9,6957.41,1/17/2028
Mvn-Min75/Iron/Iron Ps/Om3/DHA,7255,0.9,6957.41,1/18/2028
Voriconazole,7258,100.25,771289.64,8/6/2028
Voriconazole,7258,100.25,771289.64,8/7/2028
Lorazepam,7276,3.29,25338.5,9/9/2028
Syring-Needl Disp Insul 0.3 Ml,7280,0.26,1989.04,9/15/2028
Valacyclovir HCl,7296,0.85,6585.47,4/27/2028
Benztropine Mesylate,7299,26.84,207655.37,6/19/2028
Metoclopramide HCl,7314,0.14,1061.34,10/27/2028
Terbutaline Sulfate,7334,3.74,29050.46,8/20/2028
Drospir/Eth Estra/Levomefol Ca,7336,7.26,56437.62,3/6/2028
Drospir/Eth Estra/Levomefol Ca,7336,7.26,56437.62,3/7/2028
Estradiol,7348,8.54,66497.04,8/11/2028
Meclizine HCl,7361,0.38,2994.83,1/13/2028
Clindamycin Phosphate,7380,3.58,28021.34,2/29/2028
Clindamycin Phosphate,7380,3.58,28021.34,3/1/2028
Pioglitazone HCl/Glimepiride,7380,11.57,90502.89,6/18/2028
Pantoprazole Sodium,7385,0.3,2371.37,4/30/2028
Mesna,7454,81.06,640452.67,7/27/2028
Mesna,7454,81.06,640452.67,7/28/2028
Ampicillin Sodium,7466,20.87,165140.07,2/11/2028
Guselkumab,7511,10259.39,81681762.89,7/5/2028
Guselkumab,7511,10259.39,81681762.89,7/6/2028
Clonidine HCl,7520,2.8,22331.87,7/28/2028
Levalbuterol HCl,7545,4.45,35610.31,11/17/2028
Acetylcysteine,7557,6.47,51837.46,9/4/2028
Ketorolac Tromethamine,7559,332.48,2663985.7,1/8/2029
Ketorolac Tromethamine,7559,332.48,2663985.7,1/9/2029
Thioguanine,7564,26.2,210082.3,5/7/2028
Thioguanine,7564,26.2,210082.3,5/9/2028
Bupropion HCl,7571,1,8048.81,6/16/2028
PEGinterferon Alfa-2a,7592,1437.15,11565459.47,7/28/2028
PEGinterferon Alfa-2a,7592,1437.15,11565459.47,7/30/2028
Zidovudine,7640,1.86,15089.44,12/25/2028
Zidovudine,7640,1.86,15089.44,12/26/2028
Somatropin,7663,995.96,8089930.45,12/12/2028
Somatropin,7663,995.96,8089930.45,12/13/2028
Ecallantide,7684,4798.9,39087231.99,12/6/2028
Ecallantide,7684,4798.9,39087231.99,12/7/2028
Zolpidem Tartrate,7693,0.31,2503.73,3/13/2028
Metronidazole,7695,1.83,14901.53,7/11/2028
Metronidazole,7695,1.83,14901.53,7/12/2028
Baclofen,7700,43.69,356568.65,1/24/2028
Baclofen,7700,43.69,356568.65,1/25/2028
Syringe-Needle Insulin 0.5 Ml,7716,0.18,1485.77,8/10/2028
Heparin Sodium Porcine,7742,1.24,10166.56,1/30/2028
Bethanechol Chloride,7753,0.67,5522.38,4/4/2028
Meloxicam,7757,0.25,2071.04,11/19/2028
Pen Needle  Diabetic,7760,0.44,3593.13,2/5/2028
Zoledronic Acid,7763,41.88,344604.21,5/2/2028
Syringe-Needle Insulin 0.5 Ml,7801,0.26,2175.25,8/25/2028
Syringe-Needle Insulin 0.5 Ml,7801,0.26,2175.25,8/26/2028
Alcohol Antiseptic Pads,7851,0.03,251.65,1/20/2028
Sodium Acetate,7854,0.27,2235.08,7/17/2028
Megestrol Acetate,7860,0.14,1200.86,12/15/2028
Amlodipine Besylate/Valsartan,7912,1.12,9408.58,4/2/2028
Tropicamide,7920,2.11,17689.25,1/9/2029
Primidone,7923,0.2,1709.08,5/28/2028
Imiglucerase,7933,1596.04,13421078.87,12/15/2028
Imiglucerase,7933,1596.04,13421078.87,12/16/2028
Haloperidol Lactate,7937,6.07,51109.96,3/7/2028
Galantamine HBr,7950,10.4,87645.6,3/28/2028
Galantamine HBr,7950,10.4,87645.6,3/29/2028
Flumazenil,7954,1.81,15273.55,3/20/2028
Bupropion HCl,7961,12.64,106681.72,6/8/2028
Colchicine,7985,8.12,68760.22,4/28/2028
Primaquine Phosphate,7995,1.89,15999.32,6/4/2028
Phenazopyridine HCl,8010,0.85,7255.83,10/25/2028
Glimepiride,8037,0.29,2428.75,9/30/2028
Lamotrigine,8053,0.12,1063.24,11/12/2028
Lamotrigine,8053,0.12,1063.24,11/13/2028
Ethacrynic Acid,8086,12.5,107124.42,6/21/2028
Prenatal Vit 10/Iron Fum/Folic,8123,3.86,33216.24,5/17/2028
Prenatal Vit 10/Iron Fum/Folic,8123,3.86,33216.24,5/18/2028
Trandolapril,8130,0.39,3401.23,8/26/2028
Obinutuzumab,8160,159.86,1382689.59,12/30/2028
Obinutuzumab,8160,159.86,1382689.59,12/31/2028
Riluzole,8186,3.58,31085.69,11/6/2028
Doravirine,8197,46.52,404244.65,7/29/2028
Doravirine,8197,46.52,404244.65,7/30/2028
Olanzapine,8219,31.86,277558.93,10/31/2028
Oxycodone HCl/Acetaminophen,8232,0.92,7997.28,8/26/2028
Epoprostenol Sodium,8258,48.31,422844.5,11/19/2028
Epoprostenol Sodium,8258,48.31,422844.5,11/20/2028
Phenytoin,8275,0.61,5362.96,8/28/2028
Velaglucerase Alfa,8301,1021.18,8985446.46,3/20/2028
Velaglucerase Alfa,8301,1021.18,8985446.46,3/21/2028
Flucytosine,8305,85.52,752891.77,3/31/2028
Mefenamic Acid,8307,7.75,68221.05,12/25/2028
Alcohol Antiseptic Pads,8333,0.02,175.07,12/31/2028
Hydrocortisone Acetate,8335,26.95,238104.98,1/24/2028
Hydrocortisone Acetate,8335,26.95,238104.98,1/25/2028
Omeprazole,8338,0.51,4488.02,7/31/2028
Syringe Needle Insuln Sf 0.5ml,8340,0.24,2162.65,7/10/2028
Syringe Needle Insuln Sf 0.5ml,8340,0.24,2162.65,7/11/2028
Clonidine HCl,8340,2.62,23202.18,7/25/2028
Atezolizumab,8340,431.85,3817717.55,12/9/2028
Atezolizumab,8340,431.85,3817717.55,12/10/2028
Fenofibrate Nanocrystallized,8342,1.53,13525.72,9/18/2028
Fenofibrate Micronized,8387,1.59,14125.55,9/7/2028
Piroxicam,8389,12.09,107518.05,11/9/2028
Piroxicam,8389,12.09,107518.05,11/10/2028
Clindamycin HCl,8398,0.69,6152.75,1/30/2028
Cytomegalovirus Immune Globuln,8400,26.85,239070.39,8/1/2028
Cytomegalovirus Immune Globuln,8400,26.85,239070.39,8/3/2028
Proparacaine HCl,8416,2.06,18389.77,12/18/2028
Nateglinide,8428,0.69,6206.04,2/7/2028
Lithium Carbonate,8440,0.1,926.34,11/24/2028
Mechlorethamine HCl,8460,70.21,629659.02,4/16/2028
Mechlorethamine HCl,8460,70.21,629659.02,4/17/2028
Everolimus,8462,529.73,4751526.58,4/12/2028
Everolimus,8462,529.73,4751526.58,4/13/2028
Sumatriptan Succinate,8484,334.42,3007445.95,8/7/2028
Sumatriptan Succinate,8484,334.42,3007445.95,8/9/2028
Primidone,8512,0.28,2527.35,5/29/2028
Tamsulosin HCl,8520,0.14,1224.79,2/1/2028
Baclofen,8544,0.48,4368.37,10/10/2028
Flurbiprofen Sodium,8544,7.28,65944.37,10/30/2028
Flurbiprofen Sodium,8544,7.28,65944.37,10/31/2028
Syringe-Needle Insulin 0.5 Ml,8580,0.29,2646.08,7/13/2028
Syringe-Needle Insulin 0.5 Ml,8580,0.29,2646.08,7/14/2028
Cyclosporine,8590,5.43,49482.2,9/11/2028
Sinecatechins,8640,45.38,415591.95,8/26/2028
Sinecatechins,8640,45.38,415591.95,8/27/2028
Ceftriaxone Sodium,8669,1.73,15894.99,3/3/2028
Hydroxyzine Pamoate,8674,2.77,25426.97,5/25/2028
Hydroxyzine Pamoate,8674,2.77,25426.97,5/26/2028
Hyoscyamine Sulfate,8708,0.32,2948.59,2/26/2028
Hyoscyamine Sulfate,8708,0.32,2948.59,2/27/2028
Azithromycin,8732,0.21,1987.41,11/13/2028
Bexarotene,8761,139.9,1299233.21,3/11/2028
Colesevelam HCl,8762,2.54,23569.8,4/16/2028
Docetaxel,8765,126.78,1177861.19,9/11/2028
Medroxyprogesterone Acetate,8775,73.71,685575.24,1/5/2029
Cefoxitin Sodium,8784,3.6,33526.65,4/12/2028
Ondansetron HCl/PF,8822,0.75,6977.91,6/29/2028
Bortezomib,8835,1636.11,15322320.6,11/21/2028
Bortezomib,8835,1636.11,15322320.6,11/22/2028
Naratriptan HCl,8889,56.36,531062.82,7/15/2028
Naratriptan HCl,8889,56.36,531062.82,7/16/2028
Pamidronate Disodium,8896,2.67,25142.47,5/31/2028
Cyanocobalamin (Vitamin B-12),8911,5.91,55821.27,11/21/2028
Isotretinoin,8970,35.32,335860.9,11/23/2028
Isotretinoin,8970,35.32,335860.9,11/24/2028
Rosuvastatin Calcium,8982,0.63,6021.78,6/30/2028
Vit B Comp No.3/Folic/C/Biotin,8992,0.21,2012.63,3/22/2028
Vit B Comp No.3/Folic/C/Biotin,8992,0.21,2012.63,3/23/2028
Doxycycline Hyclate,8995,1.76,16789.03,4/20/2028
Triazolam,8998,1.46,13971.47,3/27/2028
Amiodarone HCl,9002,0.42,4044.94,6/2/2028
Testosterone,9003,97.5,930447.04,8/6/2028
Testosterone,9003,97.5,930447.04,8/7/2028
Metformin HCl,9060,0.09,899.12,5/25/2028
Lodoxamide Tromethamine,9087,17.2,165720.06,10/14/2028
Lodoxamide Tromethamine,9087,17.2,165720.06,10/15/2028
Miglustat,9090,223.69,2155329.26,5/15/2028
Miglustat,9090,223.69,2155329.26,5/16/2028
Mefenamic Acid,9137,4.04,39080.58,12/24/2028
Amantadine HCl,9169,1.51,14715.96,8/4/2028
Cyclopentolate HCl,9182,2.91,28368.36,10/10/2028
Reslizumab,9211,90.3,881669.44,6/14/2028
Reslizumab,9211,90.3,881669.44,6/15/2028
Multivit 47/Iron/Folate 1/DHA,9248,1.17,11455.61,7/22/2028
Multivit 47/Iron/Folate 1/DHA,9248,1.17,11455.61,7/23/2028
Norethindrone-E.Estradiol-Iron,9268,6.21,61003.51,12/27/2028
Norethindrone-E.Estradiol-Iron,9268,6.21,61003.51,12/28/2028
Miglustat,9276,298.65,2936479.24,8/26/2028
Miglustat,9276,298.65,2936479.24,8/27/2028
Moxifloxacin HCl,9290,57.98,570920.1,10/16/2028
Moxifloxacin HCl,9290,57.98,570920.1,10/17/2028
Amphetamine,9298,2.35,23122.7,11/16/2028
Amphetamine,9298,2.35,23122.7,11/17/2028
PEGinterferon Beta-1a,9360,6870.18,68163148.1,4/20/2028
PEGinterferon Beta-1a,9360,6870.18,68163148.1,4/21/2028
Syringe-Needle Insulin 0.5 Ml,9390,0.74,7384.25,12/28/2028
Syringe-Needle Insulin 0.5 Ml,9390,0.74,7384.25,12/29/2028
Hydroxyzine HCl,9441,16.69,167059.7,5/27/2028
Topiramate,9458,0.19,1872.85,11/6/2028
Fluocinolone Acetonide Oil,9493,6.83,68712.63,2/18/2028
Tbo-Filgrastim,9505,559.89,5641088.05,6/19/2028
Tbo-Filgrastim,9505,559.89,5641088.05,6/20/2028
Syringe And Needle Insulin 1ml,9510,0.3,3046.09,7/15/2028
Syringe And Needle Insulin 1ml,9510,0.3,3046.09,7/16/2028
Furosemide,9513,0.84,8450.11,5/3/2028
Prednisone,9537,0.4,4028.48,9/5/2028
Lamivudine/Zidovudine,9574,4.37,44318.26,4/30/2028
Medroxyprogesterone Acetate,9617,45.28,461537.15,12/28/2028
Lorazepam,9625,1.27,12957.03,9/21/2028
Hydroxychloroquine Sulfate,9628,1.44,14710.95,6/28/2028
Acetylcysteine,9675,5.33,54696.22,9/7/2028
Fluocinolone Acetonide,9720,3.93,40448.8,5/24/2028
Fluocinolone Acetonide,9720,3.93,40448.8,5/25/2028
Methylprednisolone Sod Succ,9728,5.51,56797.76,11/15/2028
Aripiprazole,9739,29.24,301820.47,9/11/2028
Alcohol Antiseptic Pads,9786,0.03,262.73,1/3/2029
Diazepam,9822,6.46,67303.71,3/28/2028
Risperidone,9838,0.56,5869.66,9/27/2028
Multivit 47/Iron/Folate 1/DHA,9843,1.71,17840.34,8/28/2028
Multivit 47/Iron/Folate 1/DHA,9843,1.71,17840.34,8/29/2028
Nedocromil Sodium,9865,44.58,466202.86,10/24/2028
Nedocromil Sodium,9865,44.58,466202.86,10/25/2028
Naproxen,9873,0.09,983.38,3/21/2028
Galantamine HBr,9878,1.82,19055.96,2/20/2028
Fluorouracil,9880,6.38,66776.23,8/6/2028
Fluorouracil,9880,6.38,66776.23,8/7/2028
Etoposide,9905,1.17,12288.48,5/17/2028
Ondansetron HCl/PF,9912,0.98,10260.02,6/26/2028
Methotrexate Sodium,9939,3.35,35265.35,2/10/2028
Metoprolol Succinate,9972,0.42,4395.37,9/26/2028
Syringe And Needle Insulin 1ml,9980,0.23,2430.91,9/6/2028
Chlordiazepoxide HCl,10008,0.2,2132.79,11/17/2028
Tolterodine Tartrate,10046,5.84,62152.14,12/2/2028
Tobramycin,10080,26.72,285535.66,3/25/2028
Tobramycin,10080,26.72,285535.66,3/26/2028
Prenatal Vit 14/Iron Fum/Folic,10085,0.56,5966.36,3/4/2028
Prenatal Vit 14/Iron Fum/Folic,10085,0.56,5966.36,3/5/2028
Succimer,10115,16.74,179471.61,11/25/2028
Succimer,10115,16.74,179471.61,11/26/2028
Alprazolam,10134,3.01,32359.85,9/21/2028
Alprazolam,10134,3.01,32359.85,9/22/2028
Sucralfate,10158,0.22,2371.25,11/2/2028
Triamcinolone Acetonide,10173,1.16,12479.34,11/14/2028
Triamcinolone Acetonide,10173,1.16,12479.34,11/15/2028
Procarbazine HCl,10193,101.21,1093526.52,2/25/2028
Procarbazine HCl,10193,101.21,1093526.52,2/26/2028
Syringe-Needle Insulin 0.5 Ml,10195,0.13,1431.4,1/6/2029
Syringe-Needle Insulin 0.5 Ml,10195,0.13,1431.4,1/7/2029
Podofilox,10215,15.49,167744.98,4/9/2028
Frovatriptan Succinate,10237,36.93,400703.22,6/10/2028
Clindamycin Palmitate HCl,10300,0.36,3924.39,2/15/2028
Donepezil HCl,10372,0.11,1186.25,7/25/2028
Pamidronate Disodium,10376,2.94,32286.3,6/2/2028
Fluphenazine Decanoate,10384,26.97,296855.07,11/24/2028
Terbinafine HCl,10386,0.28,3108.88,9/2/2028
Paroxetine HCl,10387,0.36,3934.81,3/28/2028
Amantadine HCl,10409,1.41,15547.9,8/14/2028
Noreth-Ethinyl Estradiol/Iron,10418,2.34,25796.64,12/8/2028
Noreth-Ethinyl Estradiol/Iron,10418,2.34,25796.64,12/9/2028
Sulfamethoxazole/Trimethoprim,10431,0.7,7758.78,9/25/2028
Glyburide Micronized,10452,3.65,40484.94,7/10/2028
Glyburide Micronized,10452,3.65,40484.94,7/11/2028
Hydroxychloroquine Sulfate,10465,1.65,18258.24,6/20/2028
Fluorometholone Acetate,10505,14.48,161272.84,5/26/2028
Fluorometholone Acetate,10505,14.48,161272.84,5/28/2028
Methadone HCl,10515,0.23,2545.57,4/23/2028
Chlorthalidone,10555,0.71,7923.75,10/5/2028
Methimazole,10571,0.43,4828.99,3/28/2028
Promethazine HCl,10574,1.3,14535.9,2/12/2028
Ganciclovir Sodium,10599,8.19,92037.19,1/30/2028
Prenatal 26/Iron Ps/Folic/DHA,10647,4.18,47205.55,5/13/2028
Prenatal 26/Iron Ps/Folic/DHA,10647,4.18,47205.55,5/14/2028
Dexamethasone Sodium Phosp/PF,10704,3.01,34102.05,10/20/2028
Ibuprofen,10726,0.04,486.15,3/17/2028
Oxaliplatin,10730,3.78,43032.54,1/14/2028
Sulfamethoxazole/Trimethoprim,10731,2.55,28987.97,9/23/2028
Sulfamethoxazole/Trimethoprim,10731,2.55,28987.97,9/24/2028
Nevirapine,10732,9.48,107815.71,11/17/2028
Sumatriptan Succinate,10739,37.89,431268.11,8/25/2028
Norethindrone-Ethin. Estradiol,10750,0.95,10777.56,1/16/2028
Norethindrone-Ethin. Estradiol,10750,0.95,10777.56,1/17/2028
Nifedipine,10758,0.54,6128.45,9/30/2028
Noreth-Ethinyl Estradiol/Iron,10780,2.46,28122.75,1/22/2028
Noreth-Ethinyl Estradiol/Iron,10780,2.46,28122.75,1/23/2028
B Complex W-C No.20/Folic Acid,10794,0.36,4067.28,1/25/2028
B Complex W-C No.20/Folic Acid,10794,0.36,4067.28,1/26/2028
Pramlintide Acetate,10813,295.7,3389209.52,6/3/2028
Pramlintide Acetate,10813,295.7,3389209.52,6/4/2028
Metformin HCl,10830,0.13,1542.52,5/17/2028
Fluphenazine HCl,10831,15.4,176794.01,11/10/2028
Deferoxamine Mesylate,10835,10.77,123711.51,3/22/2028
Trimethobenzamide HCl,10884,18.32,211339.6,4/17/2028
Trimethobenzamide HCl,10884,18.32,211339.6,4/18/2028
Gr Pol-Orc/Sw Ver/Rye/Kent/Tim,10890,14.74,170133.43,4/9/2028
Gr Pol-Orc/Sw Ver/Rye/Kent/Tim,10890,14.74,170133.43,4/10/2028
Sofosbuvir,10920,1013.96,11736835.61,2/21/2028
Sofosbuvir,10920,1013.96,11736835.61,2/22/2028
Podofilox,10923,16.68,193145.73,4/10/2028
PNV Cmb 52/Iron/FA/Omega-3/DHA,10946,0.36,4224.96,3/6/2028
PNV Cmb 52/Iron/FA/Omega-3/DHA,10946,0.36,4224.96,3/7/2028
Metyrosine,10948,296.44,3440155.92,3/6/2028
Metyrosine,10948,296.44,3440155.92,3/7/2028
Tacrolimus,10961,1.42,16450.91,4/14/2028
Fluorometholone,10995,26.1,304198.44,9/21/2028
Fluorometholone,10995,26.1,304198.44,9/22/2028
Dexamethasone Sodium Phosp/PF,10997,2.96,34515.03,10/23/2028
Octreotide Acetate Mi-Spheres,11050,4803.61,56264670.26,3/21/2028
Octreotide Acetate Mi-Spheres,11050,4803.61,56264670.26,3/22/2028
Mepolizumab,11050,2939.2,34426869.47,3/24/2028
Mepolizumab,11050,2939.2,34426869.47,3/25/2028
Mannitol,11100,0.05,555.37,3/12/2028
Atenolol,11106,0.17,2019.51,6/12/2028
Doxycycline Hyclate,11129,9.38,110672.21,4/15/2028
Folic Acid,11156,0.07,784.2,8/29/2028
Torsemide,11172,0.37,4381.48,10/16/2028
Prenatal 118/Iron/Folate 6/DHA,11191,6.68,79278,6/6/2028
Prenatal 118/Iron/Folate 6/DHA,11191,6.68,79278,6/7/2028
Gemcitabine HCl,11209,28.81,342338.55,12/22/2028
Phenobarbital,11259,0.43,5089.77,10/14/2028
Ketorolac Tromethamine,11288,1.79,21464.98,10/4/2028
Estradiol Valerate/Dienogest,11292,7.14,85496.62,2/16/2028
Estradiol Valerate/Dienogest,11292,7.14,85496.62,2/17/2028
Sotalol HCl,11299,0.22,2581.14,3/2/2028
Zoledronic Acid/Mannitol-Water,11300,9.14,109496.16,3/18/2028
Zoledronic Acid/Mannitol-Water,11300,9.14,109496.16,3/19/2028
